severity,entity_type,source_sheet,source_row,source_key,issue_code,issue_detail,suggested_action
BLOCKER,SampleCandidate,Sheet1,40,sample_sheet1_r0040,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,41,sample_sheet1_r0041,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,42,sample_sheet1_r0042,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,43,sample_sheet1_r0043,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,44,sample_sheet1_r0044,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,45,sample_sheet1_r0045,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,46,sample_sheet1_r0046,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,47,sample_sheet1_r0047,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,48,sample_sheet1_r0048,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,49,sample_sheet1_r0049,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,50,sample_sheet1_r0050,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,51,sample_sheet1_r0051,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,52,sample_sheet1_r0052,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,53,sample_sheet1_r0053,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,54,sample_sheet1_r0054,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,55,sample_sheet1_r0055,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,56,sample_sheet1_r0056,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,57,sample_sheet1_r0057,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,58,sample_sheet1_r0058,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,59,sample_sheet1_r0059,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,60,sample_sheet1_r0060,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,61,sample_sheet1_r0061,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,62,sample_sheet1_r0062,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,63,sample_sheet1_r0063,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,64,sample_sheet1_r0064,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,65,sample_sheet1_r0065,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,66,sample_sheet1_r0066,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,67,sample_sheet1_r0067,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,68,sample_sheet1_r0068,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,69,sample_sheet1_r0069,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,70,sample_sheet1_r0070,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,71,sample_sheet1_r0071,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,72,sample_sheet1_r0072,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,73,sample_sheet1_r0073,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,74,sample_sheet1_r0074,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,75,sample_sheet1_r0075,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,76,sample_sheet1_r0076,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,77,sample_sheet1_r0077,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,78,sample_sheet1_r0078,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,79,sample_sheet1_r0079,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,80,sample_sheet1_r0080,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,81,sample_sheet1_r0081,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,82,sample_sheet1_r0082,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,83,sample_sheet1_r0083,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,84,sample_sheet1_r0084,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,85,sample_sheet1_r0085,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,86,sample_sheet1_r0086,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,87,sample_sheet1_r0087,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,88,sample_sheet1_r0088,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,89,sample_sheet1_r0089,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,90,sample_sheet1_r0090,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,91,sample_sheet1_r0091,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,92,sample_sheet1_r0092,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,93,sample_sheet1_r0093,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,94,sample_sheet1_r0094,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,95,sample_sheet1_r0095,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,96,sample_sheet1_r0096,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,97,sample_sheet1_r0097,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,98,sample_sheet1_r0098,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,99,sample_sheet1_r0099,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,100,sample_sheet1_r0100,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,101,sample_sheet1_r0101,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,102,sample_sheet1_r0102,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,103,sample_sheet1_r0103,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,104,sample_sheet1_r0104,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,105,sample_sheet1_r0105,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,106,sample_sheet1_r0106,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,107,sample_sheet1_r0107,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,108,sample_sheet1_r0108,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,109,sample_sheet1_r0109,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,110,sample_sheet1_r0110,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,111,sample_sheet1_r0111,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,112,sample_sheet1_r0112,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,113,sample_sheet1_r0113,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,114,sample_sheet1_r0114,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,115,sample_sheet1_r0115,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,116,sample_sheet1_r0116,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,117,sample_sheet1_r0117,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,118,sample_sheet1_r0118,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,119,sample_sheet1_r0119,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,120,sample_sheet1_r0120,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,121,sample_sheet1_r0121,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,122,sample_sheet1_r0122,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,123,sample_sheet1_r0123,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,124,sample_sheet1_r0124,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,125,sample_sheet1_r0125,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,126,sample_sheet1_r0126,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,127,sample_sheet1_r0127,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,128,sample_sheet1_r0128,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
BLOCKER,SampleCandidate,Sheet1,129,sample_sheet1_r0129,SAMPLE_MATERIAL_UNRESOLVED,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Isi Vendor + Brand + SKU setelah Material terkurasi; baru pindahkan row ke 05_physical_samples.csv.
